Period	Reward
129979	-100
129980	-104
129981	-92
129982	-87
129983	-84
129984	-92
129985	-96
129986	-99
129987	-95
129988	-106
129989	-92
129990	-108
129991	-72
129992	-102
129993	-84
129994	-106
129995	-150
129996	-92
129997	-117
129998	-108
129999	-88
130000	-92
130001	-88
130002	-100
130003	-84
130004	-80
130005	-93
130006	-96
130007	-83
130008	-80
130009	-93
130010	-88
130011	-90
130012	-88
130013	-112
130014	-100
130015	-93
130016	-106
130017	-84
130018	-72
130019	-84
130020	-89
130021	-94
130022	-103
130023	-76
130024	-109
130025	-90
130026	-100
130027	-88
130028	-88
130029	-94
130030	-100
130031	-100
130032	-99
130033	-80
130034	-84
130035	-80
130036	-80
130037	-86
130038	-114
130039	-97
130040	-84
130041	-88
130042	-111
130043	-96
130044	-80
130045	-101
130046	-98
130047	-72
130048	-109
130049	-75
130050	-80
130051	-100
130052	-145
130053	-80
130054	-95
130055	-90
130056	-131
130057	-95
130058	-96
130059	-76
130060	-105
130061	-89
130062	-104
130063	-96
130064	-80
130065	-92
130066	-84
130067	-81
130068	-88
130069	-80
130070	-84
130071	-86
130072	-107
130073	-84
130074	-100
130075	-76
130076	-77
130077	-92
130078	-84
130079	-96
130080	-92
130081	-95
130082	-86
130083	-88
130084	-84
130085	-72
130086	-92
130087	-100
130088	-84
130089	-96
130090	-96
130091	-88
130092	-103
130093	-88
130094	-84
130095	-104
130096	-84
130097	-80
130098	-86
130099	-88
130100	-100
130101	-88
130102	-80
130103	-96
130104	-84
130105	-88
130106	-84
130107	-92
130108	-95
130109	-100
130110	-96
130111	-96
130112	-84
130113	-98
130114	-90
130115	-75
130116	-141
130117	-216
130118	-160
130119	-100
130120	-72
130121	-97
130122	-84
130123	-86
130124	-72
130125	-135
130126	-84
130127	-86
130128	-92
130129	-96
130130	-108
130131	-100
130132	-92
130133	-80
130134	-97
130135	-80
130136	-95
130137	-118
130138	-84
130139	-117
130140	-141
130141	-88
130142	-96
130143	-93
130144	-102
130145	-80
130146	-100
130147	-80
130148	-96
130149	-84
130150	-83
130151	-80
130152	-88
130153	-104
130154	-104
130155	-94
130156	-109
130157	-80
130158	-102
130159	-88
130160	-80
130161	-92
130162	-100
130163	-96
130164	-76
130165	-73
130166	-99
130167	-99
130168	-119
130169	-128
130170	-116
130171	-100
130172	-84
130173	-124
130174	-141
130175	-160
130176	-92
130177	-99
130178	-108
130179	-72
130180	-96
130181	-92
130182	-108
130183	-96
130184	-85
130185	-100
130186	-92
130187	-90
130188	-86
130189	-161
130190	-129
130191	-134
130192	-114
130193	-132
130194	-84
130195	-82
130196	-104
130197	-82
130198	-113
130199	-106
130200	-84
130201	-92
130202	-84
130203	-94
130204	-149
130205	-128
130206	-116
130207	-100
130208	-95
130209	-100
130210	-90
130211	-114
130212	-97
130213	-76
130214	-100
130215	-80
130216	-101
130217	-89
130218	-83
130219	-147
130220	-284
130221	-220
130222	-92
130223	-92
130224	-92
130225	-97
130226	-104
130227	-88
130228	-96
130229	-102
130230	-86
130231	-133
130232	-116
130233	-72
130234	-96
130235	-93
130236	-108
130237	-96
130238	-92
130239	-97
130240	-96
130241	-88
130242	-102
130243	-93
130244	-91
130245	-92
130246	-92
130247	-88
130248	-84
130249	-86
130250	-116
130251	-96
130252	-84
130253	-88
130254	-84
130255	-104
130256	-92
130257	-84
130258	-102
130259	-96
130260	-133
130261	-130
130262	-166
130263	-148
130264	-89
130265	-104
130266	-89
130267	-123
130268	-116
130269	-76
130270	-88
130271	-92
130272	-96
130273	-84
130274	-85
130275	-84
130276	-112
130277	-89
130278	-100
130279	-76
130280	-104
130281	-89
130282	-100
130283	-96
130284	-88
130285	-96
130286	-92
130287	-96
130288	-86
130289	-93
130290	-210
130291	-88
130292	-98
130293	-97
130294	-141
130295	-98
130296	-101
130297	-92
130298	-100
130299	-76
130300	-81
130301	-137
130302	-153
130303	-124
130304	-107
130305	-128
130306	-105
130307	-97
130308	-101
130309	-91
130310	-128
130311	-140
130312	-127
130313	-157
130314	-92
130315	-216
130316	-96
130317	-86
130318	-140
130319	-98
130320	-97
130321	-100
130322	-92
130323	-89
130324	-88
130325	-108
130326	-88
130327	-86
130328	-89
130329	-84
130330	-87
130331	-88
130332	-97
130333	-83
130334	-72
130335	-96
130336	-104
130337	-86
130338	-87
130339	-94
130340	-88
130341	-93
130342	-85
130343	-102
130344	-89
130345	-80
130346	-96
130347	-84
130348	-92
130349	-106
130350	-90
130351	-90
130352	-119
130353	-92
130354	-92
130355	-109
130356	-89
130357	-84
130358	-96
130359	-80
130360	-76
130361	-89
130362	-88
130363	-84
130364	-88
130365	-92
130366	-87
130367	-105
130368	-94
130369	-81
130370	-124
130371	-92
130372	-88
130373	-92
130374	-101
130375	-70
130376	-108
130377	-96
130378	-104
130379	-84
130380	-100
130381	-101
130382	-96
130383	-80
130384	-87
130385	-72
130386	-84
130387	-91
130388	-82
130389	-150
130390	-99
130391	-99
130392	-95
130393	-82
130394	-109
130395	-126
130396	-97
130397	-92
130398	-80
130399	-98
130400	-116
130401	-84
130402	-96
130403	-85
130404	-88
130405	-103
130406	-97
130407	-96
130408	-113
130409	-94
130410	-93
130411	-132
130412	-92
130413	-109
130414	-92
130415	-100
130416	-88
130417	-96
130418	-80
130419	-80
130420	-99
130421	-72
130422	-112
130423	-115
130424	-84
130425	-92
130426	-88
130427	-100
130428	-96
130429	-96
130430	-90
130431	-88
130432	-90
130433	-108
130434	-80
130435	-100
130436	-88
130437	-76
130438	-96
130439	-96
130440	-89
130441	-84
130442	-92
130443	-90
130444	-96
130445	-92
130446	-97
130447	-92
130448	-100
130449	-88
130450	-95
130451	-135
130452	-115
130453	-72
130454	-80
130455	-92
130456	-88
130457	-80
130458	-92
130459	-84
130460	-84
130461	-80
130462	-165
130463	-148
130464	-84
130465	-96
130466	-89
130467	-76
130468	-68
130469	-79
130470	-181
130471	-88
130472	-80
130473	-83
130474	-84
130475	-92
130476	-88
130477	-76
130478	-92
130479	-95
130480	-82
130481	-96
130482	-96
130483	-89
130484	-92
130485	-100
130486	-118
130487	-106
130488	-96
130489	-84
130490	-101
130491	-83
130492	-94
130493	-88
130494	-104
130495	-68
130496	-96
130497	-100
130498	-96
130499	-99
130500	-98
130501	-79
130502	-92
130503	-116
130504	-76
130505	-84
130506	-82
130507	-80
130508	-103
130509	-133
130510	-96
130511	-158
130512	-110
130513	-102
130514	-101
130515	-88
130516	-98
130517	-128
130518	-90
130519	-80
130520	-78
130521	-127
130522	-124
130523	-92
130524	-96
130525	-96
130526	-96
130527	-80
130528	-80
130529	-92
130530	-84
130531	-96
130532	-102
130533	-127
130534	-104
130535	-76
130536	-92
130537	-76
130538	-88
130539	-97
130540	-89
130541	-217
130542	-104
130543	-92
130544	-82
130545	-97
130546	-95
130547	-115
130548	-124
130549	-92
130550	-88
130551	-93
130552	-92
130553	-92
130554	-96
130555	-92
130556	-89
130557	-80
130558	-91
130559	-91
130560	-97
130561	-118
130562	-92
130563	-96
130564	-108
130565	-102
130566	-147
130567	-108
130568	-96
130569	-96
130570	-84
130571	-117
130572	-87
130573	-112
130574	-93
130575	-109
130576	-80
130577	-88
130578	-94
130579	-84
130580	-104
130581	-92
130582	-92
130583	-96
130584	-87
130585	-100
130586	-132
130587	-92
130588	-84
130589	-88
130590	-85
130591	-219
130592	-171
130593	-187
130594	-174
130595	-84
130596	-88
130597	-92
130598	-92
130599	-92
130600	-81
130601	-110
130602	-100
130603	-84
130604	-75
130605	-93
130606	-74
130607	-154
130608	-84
130609	-88
130610	-92
130611	-104
130612	-87
130613	-99
130614	-76
130615	-88
130616	-96
130617	-104
130618	-100
130619	-100
130620	-92
130621	-103
130622	-96
130623	-84
130624	-88
130625	-85
130626	-125
130627	-80
130628	-93
130629	-112
130630	-98
130631	-100
130632	-79
130633	-100
130634	-92
130635	-88
130636	-92
130637	-94
130638	-116
130639	-89
130640	-104
130641	-76
130642	-90
130643	-81
130644	-84
130645	-92
130646	-100
130647	-101
130648	-94
130649	-91
130650	-96
130651	-96
130652	-92
130653	-89
130654	-86
130655	-87
130656	-101
130657	-91
130658	-106
130659	-175
130660	-289
130661	-93
130662	-181
130663	-132
130664	-100
130665	-101
130666	-106
130667	-76
130668	-76
130669	-76
130670	-84
130671	-76
130672	-96
130673	-80
130674	-88
130675	-88
130676	-96
130677	-84
130678	-96
130679	-97
130680	-95
130681	-108
130682	-93
130683	-92
130684	-95
130685	-84
130686	-99
130687	-87
130688	-108
130689	-92
130690	-90
130691	-104
130692	-84
130693	-104
130694	-116
130695	-89
130696	-89
130697	-104
130698	-86
130699	-72
130700	-153
130701	-121
130702	-124
130703	-104
130704	-112
130705	-80
130706	-96
130707	-92
130708	-93
130709	-96
130710	-92
130711	-91
130712	-98
130713	-120
130714	-100
130715	-88
130716	-88
130717	-102
130718	-86
130719	-84
130720	-88
130721	-80
130722	-92
130723	-91
130724	-85
130725	-105
130726	-108
130727	-96
130728	-103
130729	-94
130730	-111
130731	-108
130732	-100
130733	-100
130734	-93
130735	-93
130736	-218
130737	-171
130738	-159
130739	-217
130740	-184
130741	-129
130742	-96
130743	-100
130744	-84
130745	-88
130746	-113
130747	-80
130748	-92
130749	-92
130750	-99
130751	-84
130752	-100
130753	-102
130754	-89
130755	-98
130756	-92
130757	-88
130758	-88
130759	-88
130760	-96
130761	-80
130762	-85
130763	-132
130764	-96
130765	-72
130766	-155
130767	-154
130768	-104
130769	-132
130770	-88
130771	-96
130772	-96
130773	-86
130774	-92
130775	-96
130776	-88
130777	-80
130778	-84
130779	-104
130780	-93
130781	-116
130782	-86
130783	-100
130784	-92
130785	-84
130786	-89
130787	-116
130788	-84
130789	-96
130790	-96
130791	-84
130792	-84
130793	-92
130794	-88
130795	-92
130796	-72
130797	-86
130798	-101
130799	-96
130800	-84
130801	-96
130802	-95
130803	-93
130804	-100
130805	-87
130806	-85
130807	-88
130808	-92
130809	-76
130810	-92
130811	-98
130812	-98
130813	-84
130814	-185
130815	-80
130816	-92
130817	-76
130818	-99
130819	-96
130820	-92
130821	-97
130822	-92
130823	-88
130824	-92
130825	-95
130826	-93
130827	-93
130828	-91
130829	-84
130830	-122
130831	-108
130832	-100
130833	-80
130834	-96
130835	-100
130836	-84
130837	-95
130838	-98
130839	-123
130840	-80
130841	-104
130842	-102
130843	-96
130844	-80
130845	-120
130846	-92
130847	-76
130848	-112
130849	-112
130850	-72
130851	-94
130852	-82
130853	-105
130854	-88
130855	-84
130856	-92
130857	-100
130858	-96
130859	-106
130860	-86
130861	-72
130862	-109
130863	-105
130864	-80
130865	-88
130866	-88
130867	-100
130868	-88
130869	-97
130870	-100
130871	-96
130872	-88
130873	-88
130874	-96
130875	-89
130876	-89
130877	-72
130878	-100
130879	-88
130880	-80
130881	-80
130882	-104
130883	-96
130884	-104
130885	-84
130886	-101
130887	-96
130888	-97
130889	-88
130890	-100
130891	-97
130892	-88
130893	-96
130894	-96
130895	-96
130896	-91
130897	-88
130898	-108
130899	-84
130900	-125
130901	-166
130902	-100
130903	-96
130904	-87
130905	-107
130906	-81
130907	-140
130908	-98
130909	-76
130910	-82
130911	-89
130912	-96
130913	-85
130914	-87
130915	-104
130916	-96
130917	-96
130918	-92
130919	-101
130920	-84
130921	-104
130922	-100
130923	-84
130924	-80
130925	-91
130926	-101
130927	-116
130928	-84
130929	-106
130930	-85
130931	-104
130932	-96
130933	-104
130934	-100
130935	-96
130936	-88
130937	-80
130938	-80
130939	-88
130940	-93
130941	-106
130942	-98
130943	-102
130944	-93
130945	-84
130946	-97
130947	-88
130948	-91
130949	-81
130950	-112
130951	-101
130952	-97
130953	-96
130954	-93
130955	-76
130956	-84
130957	-99
130958	-96
130959	-94
130960	-92
130961	-96
130962	-102
130963	-98
130964	-93
130965	-108
130966	-97
130967	-83
130968	-87
130969	-84
130970	-94
130971	-115
130972	-256
130973	-128
130974	-134
130975	-141
130976	-75
130977	-142
130978	-81
130979	-100
130980	-100
130981	-88
130982	-114
130983	-96
130984	-80
130985	-97
130986	-92
130987	-84
130988	-87
130989	-96
130990	-99
130991	-92
130992	-87
130993	-98
130994	-109
130995	-86
130996	-82
130997	-188
130998	-72
130999	-92
131000	-92
131001	-78
131002	-92
131003	-112
131004	-92
131005	-79
131006	-103
131007	-129
131008	-98
131009	-116
131010	-81
131011	-92
131012	-133
131013	-109
131014	-104
131015	-83
131016	-105
131017	-90
131018	-90
131019	-96
131020	-95
131021	-104
131022	-72
131023	-104
131024	-88
131025	-104
131026	-86
131027	-79
131028	-90
131029	-143
131030	-193
131031	-190
131032	-196
131033	-191
131034	-310
131035	-105
131036	-115
131037	-88
131038	-96
131039	-76
131040	-92
131041	-103
131042	-96
131043	-100
131044	-92
131045	-94
131046	-72
131047	-76
131048	-104
131049	-101
131050	-104
131051	-99
131052	-100
131053	-121
131054	-92
131055	-84
131056	-108
131057	-88
131058	-95
131059	-92
131060	-92
131061	-88
131062	-86
131063	-180
131064	-227
131065	-357
131066	-129
131067	-113
131068	-84
131069	-98
131070	-76
131071	-77
131072	-108
131073	-68
131074	-105
131075	-92
131076	-76
131077	-80
131078	-88
131079	-112
131080	-88
131081	-94
131082	-108
131083	-92
131084	-150
131085	-128
131086	-96
131087	-88
131088	-88
131089	-81
131090	-116
131091	-88
131092	-84
131093	-92
131094	-92
131095	-92
131096	-98
131097	-99
131098	-101
131099	-100
131100	-100
131101	-80
131102	-88
131103	-95
131104	-96
131105	-95
131106	-83
131107	-84
131108	-92
131109	-92
131110	-100
131111	-80
131112	-76
131113	-76
131114	-86
131115	-104
131116	-92
131117	-87
131118	-104
131119	-87
131120	-100
131121	-88
131122	-80
131123	-88
131124	-88
131125	-90
131126	-90
131127	-144
131128	-83
131129	-92
131130	-80
131131	-92
131132	-96
131133	-84
131134	-88
131135	-87
131136	-94
131137	-132
131138	-92
131139	-94
131140	-88
131141	-92
131142	-99
131143	-88
131144	-84
131145	-96
131146	-87
131147	-74
131148	-71
131149	-97
131150	-92
131151	-92
131152	-98
131153	-92
131154	-96
131155	-90
131156	-88
131157	-84
131158	-108
131159	-85
131160	-128
131161	-118
131162	-174
131163	-225
131164	-85
131165	-125
131166	-125
131167	-159
131168	-251
131169	-218
131170	-171
131171	-230
131172	-88
131173	-84
131174	-96
131175	-76
131176	-102
131177	-112
131178	-100
131179	-99
131180	-104
131181	-104
131182	-88
131183	-101
131184	-101
131185	-100
131186	-88
131187	-95
131188	-88
131189	-96
131190	-88
131191	-93
131192	-96
131193	-92
131194	-97
131195	-96
131196	-88
131197	-97
131198	-90
131199	-80
131200	-102
131201	-92
131202	-76
131203	-88
131204	-88
131205	-84
131206	-90
131207	-100
131208	-88
131209	-88
131210	-100
131211	-88
131212	-82
131213	-92
131214	-109
131215	-81
131216	-96
131217	-88
131218	-92
131219	-98
131220	-88
131221	-92
131222	-92
131223	-90
131224	-129
131225	-279
131226	-170
131227	-167
131228	-157
131229	-123
131230	-101
131231	-94
131232	-94
131233	-98
131234	-88
131235	-92
131236	-80
131237	-92
131238	-96
131239	-88
131240	-94
131241	-93
131242	-102
131243	-92
131244	-92
131245	-76
131246	-93
131247	-76
131248	-92
131249	-82
131250	-104
131251	-85
131252	-89
131253	-97
131254	-83
131255	-99
131256	-251
131257	-180
131258	-138
131259	-139
131260	-96
131261	-83
131262	-77
131263	-117
131264	-84
131265	-112
131266	-96
131267	-100
131268	-96
131269	-84
131270	-100
131271	-81
131272	-168
131273	-150
131274	-100
131275	-96
131276	-87
131277	-96
131278	-96
131279	-108
131280	-97
131281	-93
131282	-88
131283	-101
131284	-108
131285	-84
131286	-101
131287	-92
131288	-80
131289	-94
131290	-104
131291	-88
131292	-76
131293	-88
131294	-125
131295	-129
131296	-122
131297	-92
131298	-108
131299	-88
131300	-92
131301	-92
131302	-105
131303	-104
131304	-88
131305	-92
131306	-88
131307	-75
131308	-92
131309	-104
131310	-84
131311	-97
131312	-84
131313	-113
131314	-92
131315	-84
131316	-88
131317	-80
131318	-93
131319	-115
131320	-102
131321	-123
131322	-168
131323	-140
131324	-97
131325	-96
131326	-93
131327	-88
131328	-96
131329	-80
131330	-84
131331	-112
131332	-80
131333	-158
131334	-88
131335	-80
131336	-80
131337	-93
131338	-103
131339	-189
131340	-88
131341	-91
131342	-120
131343	-137
131344	-92
131345	-80
131346	-91
131347	-100
131348	-100
131349	-96
131350	-93
131351	-96
131352	-139
131353	-92
131354	-88
131355	-84
131356	-89
131357	-112
131358	-104
131359	-104
131360	-84
131361	-114
131362	-108
131363	-104
131364	-92
131365	-89
131366	-92
131367	-96
131368	-80
131369	-100
131370	-76
131371	-80
131372	-88
131373	-91
131374	-104
131375	-104
131376	-84
131377	-95
131378	-100
131379	-96
131380	-89
131381	-124
131382	-132
131383	-100
131384	-96
131385	-92
131386	-104
131387	-91
131388	-76
131389	-104
131390	-81
131391	-84
131392	-93
131393	-80
131394	-84
131395	-92
131396	-76
131397	-88
131398	-101
131399	-96
131400	-96
131401	-92
131402	-96
131403	-76
131404	-92
131405	-85
131406	-96
131407	-103
131408	-108
131409	-91
131410	-73
131411	-109
131412	-155
131413	-180
131414	-110
131415	-84
131416	-106
131417	-93
131418	-112
131419	-92
131420	-99
131421	-104
131422	-88
131423	-92
131424	-94
131425	-81
131426	-88
131427	-96
131428	-100
131429	-100
131430	-100
131431	-80
131432	-128
131433	-77
131434	-120
131435	-72
131436	-84
131437	-100
131438	-108
131439	-88
131440	-84
131441	-148
131442	-88
131443	-92
131444	-80
131445	-88
131446	-89
131447	-103
131448	-118
131449	-92
131450	-106
131451	-89
131452	-104
131453	-84
131454	-96
131455	-84
131456	-138
131457	-106
131458	-64
131459	-99
131460	-80
131461	-76
131462	-88
131463	-94
131464	-108
131465	-104
131466	-92
131467	-89
131468	-136
131469	-175
131470	-159
131471	-140
131472	-119
131473	-96
131474	-80
131475	-84
131476	-99
131477	-100
131478	-72
131479	-108
131480	-76
131481	-102
131482	-184
131483	-138
131484	-96
131485	-84
131486	-92
131487	-96
131488	-92
131489	-112
131490	-104
131491	-107
131492	-81
131493	-92
131494	-88
131495	-109
131496	-84
131497	-80
131498	-84
131499	-92
131500	-81
131501	-96
131502	-92
131503	-92
131504	-88
131505	-78
131506	-76
131507	-99
131508	-75
131509	-92
131510	-93
131511	-100
131512	-100
131513	-92
131514	-96
131515	-102
131516	-100
131517	-84
131518	-106
131519	-84
131520	-91
131521	-112
131522	-79
131523	-97
131524	-90
131525	-205
131526	-120
131527	-247
131528	-149
131529	-101
131530	-106
131531	-93
131532	-98
131533	-108
131534	-86
131535	-121
131536	-96
131537	-76
131538	-97
131539	-90
131540	-187
131541	-120
131542	-90
131543	-91
131544	-76
131545	-105
131546	-99
131547	-81
131548	-104
131549	-72
131550	-84
131551	-116
131552	-84
131553	-91
131554	-108
131555	-137
131556	-201
131557	-138
131558	-133
131559	-126
131560	-135
131561	-122
131562	-90
131563	-188
131564	-170
131565	-96
131566	-91
131567	-81
131568	-144
131569	-171
131570	-155
131571	-104
131572	-88
131573	-91
131574	-88
131575	-104
131576	-92
131577	-96
131578	-76
131579	-92
131580	-277
131581	-120
131582	-96
131583	-93
131584	-100
131585	-108
131586	-89
131587	-100
131588	-99
131589	-86
131590	-111
131591	-169
131592	-138
131593	-101
131594	-92
131595	-102
131596	-82
131597	-96
131598	-108
131599	-89
131600	-82
131601	-100
131602	-108
131603	-88
131604	-102
131605	-93
131606	-93
131607	-99
131608	-92
131609	-76
131610	-96
131611	-76
131612	-84
131613	-104
131614	-92
131615	-112
131616	-113
131617	-96
131618	-108
131619	-84
131620	-100
131621	-88
131622	-100
131623	-92
131624	-72
131625	-87
131626	-102
131627	-92
131628	-112
131629	-108
131630	-88
131631	-92
131632	-93
131633	-92
131634	-92
131635	-92
131636	-88
131637	-102
131638	-106
131639	-80
131640	-88
131641	-84
131642	-94
131643	-112
131644	-90
131645	-96
131646	-100
131647	-84
131648	-88
131649	-92
131650	-98
131651	-110
131652	-157
131653	-154
131654	-145
131655	-84
131656	-104
131657	-88
131658	-90
131659	-92
131660	-85
131661	-86
131662	-84
131663	-88
131664	-104
131665	-106
131666	-84
131667	-92
131668	-96
131669	-96
131670	-82
131671	-92
131672	-96
131673	-88
131674	-89
131675	-100
131676	-112
131677	-96
131678	-88
131679	-80
131680	-96
131681	-98
131682	-104
131683	-84
131684	-94
131685	-96
131686	-88
131687	-92
131688	-68
131689	-88
131690	-98
131691	-105
131692	-100
131693	-81
131694	-84
131695	-91
131696	-90
131697	-100
131698	-84
131699	-88
131700	-88
131701	-78
131702	-130
131703	-195
131704	-85
131705	-98
131706	-88
131707	-88
131708	-111
131709	-108
131710	-84
131711	-200
131712	-93
131713	-96
131714	-98
131715	-84
131716	-80
131717	-100
131718	-88
131719	-84
131720	-88
131721	-100
131722	-89
131723	-104
131724	-84
131725	-92
131726	-92
131727	-96
131728	-88
131729	-96
131730	-84
131731	-101
131732	-88
131733	-84
131734	-92
131735	-97
131736	-78
131737	-93
131738	-90
131739	-156
131740	-159
131741	-195
131742	-209
131743	-298
131744	-178
131745	-101
131746	-101
131747	-84
131748	-100
131749	-94
131750	-92
131751	-80
131752	-86
131753	-82
131754	-88
131755	-147
131756	-98
131757	-72
131758	-92
131759	-92
131760	-88
131761	-82
131762	-150
131763	-138
131764	-110
131765	-155
131766	-114
131767	-90
131768	-208
131769	-94
131770	-99
131771	-94
131772	-91
131773	-112
131774	-136
131775	-94
131776	-91
131777	-80
131778	-92
131779	-96
131780	-104
131781	-92
131782	-93
131783	-122
131784	-98
131785	-92
131786	-90
131787	-72
131788	-96
131789	-88
131790	-102
131791	-94
131792	-88
131793	-88
131794	-104
131795	-97
131796	-88
131797	-88
131798	-92
131799	-102
131800	-84
131801	-98
131802	-97
131803	-109
131804	-76
131805	-90
131806	-92
131807	-106
131808	-153
131809	-116
131810	-104
131811	-92
131812	-93
131813	-80
131814	-84
131815	-88
131816	-80
131817	-96
131818	-86
131819	-92
131820	-111
131821	-105
131822	-102
131823	-84
131824	-84
131825	-109
131826	-88
131827	-88
131828	-86
131829	-79
131830	-121
131831	-150
131832	-76
131833	-84
131834	-85
131835	-101
131836	-140
131837	-76
131838	-96
131839	-103
131840	-92
131841	-88
131842	-92
131843	-95
131844	-84
131845	-97
131846	-106
131847	-176
131848	-120
131849	-101
131850	-89
131851	-89
131852	-84
131853	-122
131854	-97
131855	-98
131856	-96
131857	-92
131858	-104
131859	-104
131860	-92
131861	-100
131862	-84
131863	-84
131864	-84
131865	-92
131866	-88
131867	-120
131868	-103
131869	-109
131870	-88
131871	-83
131872	-83
131873	-191
131874	-173
131875	-100
131876	-92
131877	-106
131878	-88
131879	-81
131880	-84
131881	-105
131882	-96
131883	-84
131884	-100
131885	-96
131886	-96
131887	-88
131888	-100
131889	-93
131890	-86
131891	-104
131892	-100
131893	-92
131894	-84
131895	-105
131896	-96
131897	-85
131898	-160
131899	-166
131900	-142
131901	-194
131902	-143
131903	-169
131904	-162
131905	-201
131906	-184
131907	-113
131908	-88
131909	-80
131910	-93
131911	-88
131912	-93
131913	-95
131914	-92
131915	-93
131916	-80
131917	-80
131918	-88
131919	-78
131920	-111
131921	-93
131922	-96
131923	-113
131924	-84
131925	-109
131926	-98
131927	-104
131928	-76
131929	-72
131930	-86
131931	-88
131932	-96
131933	-92
131934	-100
131935	-92
131936	-83
131937	-100
131938	-88
131939	-92
131940	-80
131941	-92
131942	-98
131943	-100
131944	-93
131945	-105
131946	-84
131947	-96
131948	-121
131949	-100
131950	-103
131951	-92
131952	-86
131953	-99
131954	-152
131955	-186
131956	-96
131957	-111
131958	-72
131959	-97
131960	-107
131961	-97
131962	-96
131963	-94
131964	-83
131965	-79
131966	-219
131967	-212
131968	-80
131969	-89
131970	-91
131971	-92
131972	-91
131973	-96
131974	-80
131975	-84
131976	-107
131977	-96
131978	-88
131979	-155
131980	-166
131981	-136
131982	-99
131983	-136
131984	-147
131985	-115
131986	-101
131987	-186
131988	-181
131989	-124
131990	-139
131991	-105
131992	-103
131993	-84
131994	-84
131995	-98
131996	-96
131997	-105
131998	-92
131999	-108
132000	-99
132001	-83
132002	-120
132003	-92
132004	-96
132005	-100
132006	-81
132007	-113
132008	-96
132009	-82
132010	-154
132011	-121
132012	-96
132013	-133
132014	-88
132015	-92
132016	-105
132017	-72
132018	-88
132019	-88
132020	-88
132021	-102
132022	-82
132023	-101
132024	-82
132025	-128
132026	-105
132027	-172
132028	-105
132029	-97
132030	-108
132031	-96
132032	-84
132033	-100
132034	-88
132035	-92
132036	-92
132037	-96
132038	-100
132039	-80
132040	-95
132041	-80
132042	-88
132043	-88
132044	-131
132045	-88
132046	-92
132047	-90
132048	-88
132049	-112
132050	-80
132051	-84
132052	-88
132053	-85
132054	-96
132055	-85
132056	-112
132057	-80
132058	-121
132059	-93
132060	-96
132061	-84
132062	-162
132063	-282
132064	-171
132065	-185
132066	-86
132067	-128
132068	-84
132069	-97
132070	-90
132071	-160
132072	-107
132073	-150
132074	-112
132075	-123
132076	-128
132077	-90
132078	-84
132079	-92
132080	-84
132081	-92
132082	-80
132083	-102
132084	-94
132085	-108
132086	-92
132087	-96
132088	-84
132089	-80
132090	-80
132091	-92
132092	-100
132093	-106
132094	-92
132095	-100
132096	-76
132097	-84
132098	-112
132099	-88
132100	-88
132101	-93
132102	-108
132103	-108
132104	-96
132105	-104
132106	-88
132107	-99
132108	-105
132109	-92
132110	-96
132111	-96
132112	-88
132113	-106
132114	-88
132115	-72
132116	-88
132117	-80
132118	-91
132119	-88
132120	-92
132121	-88
132122	-96
132123	-108
132124	-101
132125	-90
132126	-95
132127	-107
132128	-104
132129	-88
132130	-88
132131	-88
132132	-80
132133	-104
132134	-78
132135	-88
132136	-92
132137	-92
132138	-72
132139	-80
132140	-109
132141	-90
132142	-105
132143	-108
132144	-88
132145	-100
132146	-98
132147	-93
132148	-78
132149	-155
132150	-188
132151	-208
132152	-75
132153	-88
132154	-89
132155	-168
132156	-150
132157	-100
132158	-91
132159	-88
132160	-101
132161	-91
132162	-111
132163	-133
132164	-319
132165	-203
132166	-189
132167	-202
132168	-92
132169	-90
132170	-84
132171	-84
132172	-99
132173	-92
132174	-88
132175	-104
132176	-84
132177	-92
132178	-88
132179	-94
132180	-92
132181	-81
132182	-136
132183	-101
132184	-95
132185	-82
132186	-88
132187	-108
132188	-96
132189	-104
132190	-96
132191	-85
132192	-100
132193	-88
132194	-96
132195	-80
132196	-98
132197	-86
132198	-98
132199	-133
132200	-104
132201	-96
132202	-88
132203	-96
132204	-88
132205	-88
132206	-88
132207	-80
132208	-96
132209	-88
132210	-112
132211	-96
132212	-95
132213	-92
132214	-81
132215	-100
132216	-94
132217	-100
132218	-76
132219	-80
132220	-91
132221	-107
132222	-85
132223	-120
132224	-100
132225	-101
132226	-88
132227	-92
132228	-104
132229	-108
132230	-72
132231	-76
132232	-100
132233	-92
132234	-88
132235	-84
132236	-84
132237	-96
132238	-88
132239	-92
132240	-94
132241	-169
132242	-157
132243	-189
132244	-92
132245	-92
132246	-96
132247	-84
132248	-100
132249	-102
132250	-108
132251	-89
132252	-92
132253	-105
132254	-85
132255	-109
132256	-109
132257	-88
132258	-96
132259	-98
132260	-90
132261	-81
132262	-132
132263	-105
132264	-96
132265	-93
132266	-90
132267	-115
132268	-108
132269	-117
132270	-88
132271	-96
132272	-100
132273	-96
132274	-85
132275	-78
132276	-107
132277	-111
132278	-89
132279	-102
132280	-76
132281	-88
132282	-92
132283	-88
132284	-78
132285	-144
132286	-84
132287	-118
132288	-191
132289	-129
132290	-97
132291	-92
132292	-97
132293	-96
132294	-101
132295	-93
132296	-97
132297	-96
132298	-93
132299	-107
132300	-146
132301	-92
132302	-120
132303	-106
132304	-92
132305	-92
132306	-92
132307	-80
132308	-97
132309	-101
132310	-72
